Timestamp,Estimated AQI,PM2.5,PM10,CO,NO,NO2,O3,SO2,NH3
2023-01-19 12:00:00,356.67,310.5,356.67,9292.6,236.03,138.46,0.39,30.99,41.04
2023-01-19 13:00:00,464.29,402.21,464.29,13244.63,382.66,163.14,0.01,37.67,58.26
2023-01-19 14:00:00,576.39,494.82,576.39,16235.35,486.37,189.19,0,44.35,81.06
2023-01-19 15:00:00,669.24,567.33,669.24,17303.47,507.83,202.89,0,49.59,103.35
2023-01-19 16:00:00,707.58,585.43,707.58,16662.6,472.07,197.41,0,51.02,118.55
2023-01-19 17:00:00,698.34,561.53,698.34,14953.61,396.97,175.48,0,49.11,123.62
2023-01-19 18:00:00,660.13,519.75,660.13,13031.01,325.44,154.91,0,45.78,123.62
2023-01-19 19:00:00,590.18,457.3,590.18,11108.4,264.64,137.09,0,38.15,108.42
2023-01-19 20:00:00,482.77,367.65,482.77,8651.73,189.54,115.16,0,21.93,71.94
2023-01-19 21:00:00,347.72,262.48,347.72,5714.42,103.71,90.48,0,10.49,41.04
2023-01-19 22:00:00,181.44,140.07,181.44,2696.99,22.8,69.23,0.23,6.32,22.55
2023-01-19 23:00:00,126.81,99.44,126.81,1762.39,2.32,53.47,6.88,5.36,17.73
2023-01-20 00:00:00,102.58,81.04,102.58,1428.6,0.15,39.41,20.92,5.54,15.96
2023-01-20 01:00:00,103.5,81.72,103.5,1588.82,0.6,44.55,16.99,7.03,17.73
2023-01-20 02:00:00,165.41,131.97,165.41,3097.53,38,61.69,0.32,13.71,33.44
2023-01-20 03:00:00,280.74,228.15,280.74,6408.69,155.57,74.71,0.07,26.23,61.3
2023-01-20 04:00:00,403.16,332.8,403.16,10253.91,296.83,91.85,1.1,37.67,86.13
2023-01-20 05:00:00,512.55,430.92,512.55,13244.63,396.97,108.3,2.91,32.42,80.05
2023-01-20 06:00:00,572.07,493.13,572.07,14312.74,411.27,135.72,5.41,24.56,60.29
2023-01-20 07:00:00,53.31,46.5,53.31,1188.28,9.28,42.5,86.55,48.64,6.02
2023-01-20 08:00:00,38.27,33.66,38.27,774.38,4.02,26.39,104.43,39.58,4.18
2023-01-20 09:00:00,35.35,30.9,35.35,727.65,3.02,23.99,108.72,38.62,4.05
2023-01-20 10:00:00,79.48,66.62,79.48,2349.85,27.72,79.51,38.62,31.95,15.58
2023-01-20 11:00:00,150.84,124.66,150.84,4859.92,104.61,105.56,4.29,25.27,28.37
2023-01-20 12:00:00,204.04,166.45,204.04,6942.75,185.97,111.04,0.42,25.99,41.54
2023-01-20 13:00:00,235.74,190.09,235.74,8544.92,246.76,120.64,0,29.09,53.7
2023-01-20 14:00:00,242.56,195.05,242.56,8224.49,228.88,111.04,0,20.27,45.6
2023-01-20 15:00:00,217.75,177.86,217.75,5928.04,139.47,89.11,0,11.32,21.03
2023-01-20 16:00:00,119.79,102.69,119.79,1815.8,0.43,54.84,31.83,7.39,6.9
2023-01-20 17:00:00,137.73,120.18,137.73,1842.5,0.03,45.93,39.7,6.85,6.46
2023-01-20 18:00:00,147.43,128.64,147.43,2029.42,0.11,53.47,31.83,6.74,6.59
2023-01-20 19:00:00,184.15,157.46,184.15,2857.21,10.39,76.09,4.56,5.9,7.85
2023-01-20 20:00:00,218.35,184.17,218.35,3524.78,29.5,74.71,0.01,5.6,10.64
2023-01-20 21:00:00,229.23,190.82,229.23,3524.78,31.29,70.6,0.01,6.56,16.47
2023-01-20 22:00:00,227.02,186.71,227.02,3311.16,27.72,69.92,0.01,10.01,29.64
2023-01-20 23:00:00,216.97,178.03,216.97,3124.24,23.69,69.92,0.02,13.59,41.04
2023-01-21 00:00:00,202.46,166.31,202.46,2910.61,19.89,67.17,0.06,15.5,44.58
2023-01-21 01:00:00,180.56,147.71,180.56,2643.59,17.43,61.69,0.09,15.26,40.02
2023-01-21 02:00:00,203.38,165.47,203.38,3391.27,46.94,59.63,0,18.84,48.64
2023-01-21 03:00:00,258.13,210.46,258.13,5287.17,119.81,64.43,0.09,24.08,60.8
2023-01-21 04:00:00,317.66,261.19,317.66,7583.62,205.64,68.55,1.52,15.26,26.6
2023-01-21 05:00:00,356.74,294.75,356.74,8972.17,250.34,77.46,3.98,10.49,20.01
2023-01-21 06:00:00,352.79,292.73,352.79,8758.54,227.09,94.59,8.23,10.01,26.35
2023-01-21 07:00:00,48.03,41.04,48.03,1255.04,8.16,34.62,92.98,32.9,4.37
2023-01-21 08:00:00,34.8,29.33,34.8,961.3,5.36,27.08,98.71,36.24,4.05
2023-01-21 09:00:00,24.01,19.68,24.01,767.71,3.69,22.28,95.84,31.47,3.86
2023-01-21 10:00:00,22.72,18.34,22.72,881.2,4.02,26.73,83.68,20.5,4.94
2023-01-21 11:00:00,26.8,21.57,26.8,1148.22,4.81,37.36,67.95,14.66,6.08
2023-01-21 12:00:00,29.01,23.23,29.01,1401.9,2.91,52.09,50.07,14.78,6.27
2023-01-21 13:00:00,67,53.93,67,3257.75,38.89,91.85,2.73,13.59,14.44
2023-01-21 14:00:00,131.61,107.09,131.61,5500.79,114.44,94.59,0,18.36,32.42
2023-01-21 15:00:00,199.34,163.59,199.34,6942.75,162.72,98.71,0,25.99,55.73
2023-01-21 16:00:00,269.69,224.07,269.69,8117.68,196.7,106.93,0,34.33,82.08
2023-01-21 17:00:00,325.2,271.59,325.2,8758.54,212.79,111.04,0,40.05,101.33
2023-01-21 18:00:00,343.39,286.95,343.39,8758.54,209.21,111.04,0,40.05,106.39
2023-01-21 19:00:00,314.43,263.1,314.43,8010.86,187.75,108.3,0,34.33,93.22
2023-01-21 20:00:00,275.51,230.2,275.51,6942.75,153.78,104.19,0,28.37,79.04
2023-01-21 21:00:00,243.14,202.45,243.14,5821.23,121.59,97.33,0,24.32,69.92
2023-01-21 22:00:00,199.77,164.67,199.77,4432.68,80.47,87.74,0,19.07,55.73
2023-01-21 23:00:00,161.99,132,161.99,3311.16,48.73,74.03,0,13.95,41.04
2023-01-22 00:00:00,140.87,113.66,140.87,2670.29,30.4,61.69,0.01,9.78,27.61
2023-01-22 01:00:00,121.38,96.98,121.38,2216.34,16.32,54.15,0.15,6.2,14.44
2023-01-22 02:00:00,132.05,105.13,132.05,2456.67,26.15,50.04,0.04,6.5,13.43
2023-01-22 03:00:00,159.54,128.19,159.54,3284.45,59.01,51.41,0.25,7.63,14.19
2023-01-22 04:00:00,185.98,150.85,185.98,4165.65,93.88,52.78,3.4,8.34,13.93
2023-01-22 05:00:00,194.09,158,194.09,4379.27,99.24,56.21,9.12,8.34,15.96
2023-01-22 06:00:00,178.78,145.96,178.78,3791.81,73.31,63.75,20.56,7.99,17.23
2023-01-22 07:00:00,44.89,37.35,44.89,934.6,6.98,25.7,98.71,43.87,4.18
2023-01-22 08:00:00,39.16,33.32,39.16,747.68,4.81,20.91,113.01,45.3,3.23
2023-01-22 09:00:00,45.31,39.32,45.31,781.06,4.41,22.62,118.73,49.59,3.32
2023-01-22 10:00:00,83.72,71.28,83.72,1922.61,17.66,59.63,67.95,28.61,12.29
2023-01-22 11:00:00,127.28,107.83,127.28,3284.45,44.26,90.48,22.35,13.71,20.01
2023-01-22 12:00:00,151.8,128.07,151.8,4272.46,80.47,100.08,3.58,12.28,26.09
2023-01-22 13:00:00,188.41,157.63,188.41,5714.42,134.11,111.04,0.05,15.74,35.46
2023-01-22 14:00:00,232.77,194.09,232.77,6622.31,159.14,117.9,0,14.66,33.44
2023-01-22 15:00:00,250.07,209.18,250.07,6248.47,137.69,115.16,0,11.09,23.56
2023-01-22 16:00:00,193.47,161.1,193.47,4165.65,60.8,111.04,0,8.23,14.95
2023-01-22 17:00:00,170.15,138.85,170.15,3417.97,37.55,98.71,0.01,6.68,11.78
2023-01-22 18:00:00,143.59,114.01,143.59,2750.4,23.02,84.31,0.09,5.19,8.74
2023-01-22 19:00:00,113.89,88.52,113.89,2162.93,10.62,73.34,0.79,3.67,5.83
2023-01-22 20:00:00,103.04,79.29,103.04,1895.9,4.19,66.49,2.73,3.37,5.26
2023-01-22 21:00:00,102.28,78.52,102.28,1762.39,1.13,59.63,6.97,3.37,5.32
2023-01-22 22:00:00,100.29,77.01,100.29,1615.52,0.27,50.04,13.77,3.28,5.26
2023-01-22 23:00:00,96.29,74.65,96.29,1468.66,0.07,41.13,20.74,3.28,4.94
2023-01-23 00:00:00,92.65,72.88,92.65,1375.2,0.04,35.64,26.46,3.49,4.81
2023-01-23 01:00:00,88.18,70.53,88.18,1335.14,0.05,34.27,30.04,4.11,5.19
2023-01-23 02:00:00,96.37,77.82,96.37,1615.52,0.62,50.04,19.31,5.48,7.41
2023-01-23 03:00:00,105.01,85.06,105.01,2109.53,8.16,68.55,5.28,6.85,9.37
2023-01-23 04:00:00,110.09,88.71,110.09,2483.37,27.49,64.43,13.41,8.11,11.53
2023-01-23 05:00:00,113.72,90.66,113.72,2563.48,35.76,58.95,25.03,9.3,14.44
2023-01-23 06:00:00,107.69,85.72,107.69,2243.04,28.16,52.78,41.13,10.49,14.06
2023-01-23 07:00:00,53.54,44.04,53.54,974.66,6.65,25.36,98.71,34.81,5.76
2023-01-23 08:00:00,54.4,45.42,54.4,921.25,5.59,23.65,111.58,40.53,5.51
2023-01-23 09:00:00,60.12,50.55,60.12,961.3,5.09,25.7,117.3,42.44,5.7
2023-01-23 10:00:00,70,58.47,70,1161.58,5.36,32.56,111.58,29.09,7.6
2023-01-23 11:00:00,85.75,71.1,85.75,1522.06,5.36,47.98,91.55,15.97,10.39
2023-01-23 12:00:00,103.77,86.18,103.77,1949.31,2.74,73.34,62.94,12.64,12.79
2023-01-23 13:00:00,169.38,140.7,169.38,4272.46,49.62,124.75,2.77,12.16,22.8
2023-01-23 14:00:00,264.12,219.24,264.12,6942.75,143.05,122.01,0,12.99,29.89
2023-01-23 15:00:00,348.59,288.41,348.59,8224.49,189.54,115.16,0,14.9,31.66
2023-01-23 16:00:00,419.91,345.79,419.91,8865.36,209.21,112.41,0,16.69,35.46
2023-01-23 17:00:00,447.22,366.61,447.22,8758.54,200.27,106.93,0,14.31,28.63
2023-01-23 18:00:00,402.3,330.08,402.3,7476.81,159.14,98.71,0,10.37,19.51
2023-01-23 19:00:00,263.18,216.45,263.18,4646.3,73.31,87.05,0,6.91,11.15
2023-01-23 20:00:00,200.16,163.97,200.16,3364.56,33.97,80.2,0.02,5.6,8.87
2023-01-23 21:00:00,178.7,145.66,178.7,2777.1,13.63,76.77,0.44,5.13,8.36
2023-01-23 22:00:00,163.75,132.93,163.75,2349.85,2.29,68.55,5.54,6.5,12.29
2023-01-23 23:00:00,158.16,128.15,158.16,2109.53,0.23,58.26,14.66,8.82,18.49
2023-01-24 00:00:00,159.79,129.91,159.79,2056.12,0.14,54.84,18.6,10.73,23.05
2023-01-24 01:00:00,165.41,135.51,165.41,2189.64,0.54,60.32,14.13,12.76,27.11
2023-01-24 02:00:00,179.4,148.42,179.4,2670.29,11.29,69.92,1.72,14.54,30.15
2023-01-24 03:00:00,182.65,152.08,182.65,3284.45,38.44,69.23,0.21,13.59,25.08
2023-01-24 04:00:00,151.4,127.56,151.4,3097.53,38.89,69.23,4.07,9.78,10.64
2023-01-24 05:00:00,143.47,120.9,143.47,3124.24,44.7,65.12,9.75,9.66,9.88
2023-01-24 06:00:00,137.65,115.8,137.65,3017.43,40.68,62.38,14.84,10.37,10.89
2023-01-24 07:00:00,80.86,69.48,80.86,1762.39,10.73,48.67,52.21,21.93,7.22
2023-01-24 08:00:00,79.12,68.31,79.12,1762.39,10.28,50.04,60.08,31.47,7.79
2023-01-24 09:00:00,91.77,79.88,91.77,2109.53,13.41,64.43,55.07,43.87,9.37
2023-01-24 10:00:00,116.31,100.35,116.31,2937.32,25.03,87.74,31.11,38.15,13.68
2023-01-24 11:00:00,153.23,130.51,153.23,4325.87,59.01,108.3,7.96,26.7,20.01
2023-01-24 12:00:00,187.66,158.35,187.66,5767.82,112.65,116.53,1.01,22.41,24.83
2023-01-24 13:00:00,220.93,184.38,220.93,7263.18,168.09,124.75,0.02,20.5,27.61
2023-01-24 14:00:00,221.83,183.47,221.83,7156.37,160.93,120.64,0,15.74,21.03
2023-01-24 15:00:00,162.02,130.34,162.02,4592.9,76.89,102.82,0.02,11.44,12.29
2023-01-24 16:00:00,85.73,64.91,85.73,1976.01,2.21,74.71,9.66,8.58,7.16
2023-01-24 17:00:00,82.37,60.91,82.37,1695.63,0.36,56.89,19.49,7.27,7.16
2023-01-24 18:00:00,80.54,59.33,80.54,1682.28,0.22,54.84,23.25,6.74,6.46
2023-01-24 19:00:00,67.73,49.31,67.73,1548.77,0.07,50.04,29.33,5.78,4.81
2023-01-24 20:00:00,54.32,39.49,54.32,1308.44,0.01,40.1,39.34,5.19,4.05
2023-01-24 21:00:00,45.39,33.46,45.39,1108.17,0,29.47,47.92,5.07,4.02
2023-01-24 22:00:00,50.59,39.01,50.59,1148.22,0,28.1,42.92,4.65,4.94
2023-01-24 23:00:00,66.68,53.22,66.68,1348.5,0.03,31.87,30.04,4.95,7.03
2023-01-25 00:00:00,82.77,67.07,82.77,1575.47,0.2,38.04,18.78,6.38,11.15
2023-01-25 01:00:00,99.98,81.23,99.98,1922.61,3.02,47.98,5.63,8.46,15.2
2023-01-25 02:00:00,140.66,115.86,140.66,3017.43,38.89,50.04,0.05,9.42,13.81
2023-01-25 03:00:00,162.17,135.78,162.17,4219.06,92.09,52.78,0.09,9.78,10.01
2023-01-25 04:00:00,101.61,84.55,101.61,3124.24,55.88,61.69,3.62,10.85,7.09
2023-01-25 05:00:00,102.93,85.15,102.93,3257.75,59.01,64.43,10.28,12.52,9.12
2023-01-25 06:00:00,104.26,86.4,104.26,3204.35,56.33,66.49,18.24,16.69,11.91
2023-01-25 07:00:00,32.93,28.55,32.93,921.25,5.92,32.22,82.97,40.53,2.94
2023-01-25 08:00:00,31.9,28.26,31.9,801.09,3.49,29.13,90.84,41.48,2.69
2023-01-25 09:00:00,35.33,31.49,35.33,881.2,2.46,34.62,85.12,51.5,3.04
2023-01-25 10:00:00,83.34,71.17,83.34,2643.59,33.08,79.51,23.25,33.86,13.55
2023-01-25 11:00:00,167.46,142.08,167.46,5714.42,132.32,89.11,4.65,20.74,22.8
2023-01-25 12:00:00,250.69,212.64,250.69,8865.36,246.76,97.33,1.13,24.08,35.97
2023-01-25 13:00:00,341.65,288.14,341.65,12390.14,379.09,123.38,0.03,39.58,66.88
2023-01-25 14:00:00,445.96,377.01,445.96,15380.86,479.22,154.91,0,58.17,105.38
2023-01-25 15:00:00,535.43,456.18,535.43,17089.84,529.29,180.96,0,72.48,139.83
2023-01-25 16:00:00,607.58,521.76,607.58,17944.34,536.44,197.41,0,82.02,166.18
2023-01-25 17:00:00,644.86,558.12,644.86,17944.34,522.14,211.12,0,86.78,182.39
2023-01-25 18:00:00,602.08,521.98,602.08,16021.73,450.61,205.64,0,78.2,168.2
2023-01-25 19:00:00,474.77,408.82,474.77,12390.14,332.59,178.22,0,54.36,116.53
2023-01-25 20:00:00,343.42,291.64,343.42,8651.73,214.58,142.57,0,24.56,51.17
2023-01-25 21:00:00,236.05,196.07,236.05,5554.2,110.86,108.3,0,8.34,15.33
2023-01-25 22:00:00,124.5,100.26,124.5,2536.77,18.55,80.2,0.76,4.65,6.46
2023-01-25 23:00:00,88.75,71.52,88.75,1548.77,0.32,50.04,19.13,4.11,5.57
2023-01-26 00:00:00,74.42,61.25,74.42,1228.33,0,28.1,46.49,4.47,6.08
2023-01-26 01:00:00,67.69,56.37,67.69,1148.22,0,23.31,58.65,5.07,7.09
2023-01-26 02:00:00,81.8,67.9,81.8,1522.06,0.07,43.18,40.41,6.38,9.63
2023-01-26 03:00:00,107.25,88.54,107.25,2323.15,9.16,74.71,7.42,7.87,11.53
2023-01-26 04:00:00,130.25,107.05,130.25,3097.53,40.68,71.97,10.01,9.18,13.68
2023-01-26 05:00:00,138.82,112.99,138.82,3204.35,49.62,65.8,20.38,9.78,16.97
2023-01-26 06:00:00,133.2,108.26,133.2,2777.1,35.32,60.32,38.98,10.13,16.21
2023-01-26 07:00:00,51.04,42.92,51.04,1001.36,4.47,20.56,115.87,20.5,5.83
2023-01-26 08:00:00,48.68,41.86,48.68,854.49,2.74,14.74,134.47,20.27,5.13
2023-01-26 09:00:00,49.61,43.17,49.61,801.09,2.04,13.02,144.48,19.55,4.81
2023-01-26 10:00:00,62.38,54.06,62.38,961.3,2.49,18.85,141.62,12.87,6.71
2023-01-26 11:00:00,82.97,71.6,82.97,1241.68,2.46,28.45,134.47,9.89,8.99
2023-01-26 12:00:00,107.97,93.59,107.97,1575.47,1.1,41.81,127.32,10.01,10.64
2023-01-26 13:00:00,129.72,112.44,129.72,1922.61,0.04,58.26,104.43,10.25,12.41
2023-01-26 14:00:00,149.01,128.77,149.01,2162.93,0,67.17,87.26,10.25,14.44
2023-01-26 15:00:00,163.37,140.7,163.37,2189.64,0,65.12,83.68,10.37,15.45
2023-01-26 16:00:00,170.58,146.44,170.58,2189.64,0,61.01,84.4,10.37,15.83
2023-01-26 17:00:00,171.46,146.04,171.46,2136.23,0,57.58,82.97,10.13,16.21
2023-01-26 18:00:00,162.79,137.44,162.79,2029.42,0,54.15,80.11,9.42,15.58
2023-01-26 19:00:00,146.73,123.68,146.73,1815.8,0,47.3,79.39,8.34,13.55
2023-01-26 20:00:00,135.91,114.92,135.91,1642.23,0,38.39,80.11,7.45,12.54
2023-01-26 21:00:00,131.64,111.82,131.64,1508.71,0,30.85,79.39,6.85,12.41
2023-01-26 22:00:00,129.56,110.93,129.56,1401.9,0,25.36,76.53,6.38,12.41
2023-01-26 23:00:00,128.89,111.22,128.89,1348.5,0,21.93,73.67,6.08,12.67
2023-01-27 00:00:00,128.47,111.24,128.47,1361.85,0,21.76,70.1,6.02,13.05
2023-01-27 01:00:00,131.29,113.63,131.29,1441.96,0,26.39,61.51,6.26,14.06
2023-01-27 02:00:00,142.12,121.99,142.12,1815.8,0.04,46.61,40.77,7.63,17.23
2023-01-27 03:00:00,152.95,129.85,152.95,2323.15,3.16,74.03,15.38,9.18,20.01
2023-01-27 04:00:00,157.1,131.91,157.1,2643.59,19.67,70.6,21.82,10.49,21.03
2023-01-27 05:00:00,156.12,130,156.12,2616.88,25.26,61.69,39.7,11.32,21.53
2023-01-27 06:00:00,144.35,120.96,144.35,2189.64,17.21,51.41,68.66,11.92,19.51
2023-01-27 07:00:00,93.39,80.39,93.39,1268.39,4.97,24.68,124.45,14.19,12.16
2023-01-27 08:00:00,92.39,80.76,92.39,1174.93,3.52,20.39,145.91,14.19,10.77
2023-01-27 09:00:00,90.53,79.8,90.53,1121.52,2.91,19.71,155.93,14.9,9.88
2023-01-27 10:00:00,99.58,88.1,99.58,1241.68,2.91,25.02,151.63,12.4,10.77
2023-01-27 11:00:00,118.48,104.81,118.48,1482.01,2.26,35.3,140.19,10.97,12.54
2023-01-27 12:00:00,132.08,116.46,132.08,1708.98,0.78,50.04,121.59,10.85,13.81
2023-01-27 13:00:00,143.68,126.25,143.68,1976.01,0.03,63.75,97.27,10.85,15.33
2023-01-27 14:00:00,160.69,140.61,160.69,2136.23,0,69.92,82.25,10.97,17.48
2023-01-27 15:00:00,176.27,153.57,176.27,2162.93,0,69.23,78.68,10.85,19.25
2023-01-27 16:00:00,183.23,159.06,183.23,2136.23,0,65.12,77.96,10.49,20.01
2023-01-27 17:00:00,180.9,155.92,180.9,2029.42,0,58.95,77.96,9.78,20.27
2023-01-27 18:00:00,171.38,146.68,171.38,1895.9,0,53.47,77.25,8.82,18.75
2023-01-27 19:00:00,156.33,133.91,156.33,1668.93,0,44.55,79.39,7.63,16.09
2023-01-27 20:00:00,145.75,125.57,145.75,1482.01,0,34.62,82.25,6.44,14.31
2023-01-27 21:00:00,138.39,119.77,138.39,1348.5,0,26.39,83.68,5.66,13.43
2023-01-27 22:00:00,131.59,114.32,131.59,1268.39,0,21.76,80.82,5.19,12.92
2023-01-27 23:00:00,128.42,111.82,128.42,1255.04,0,19.71,75.82,4.95,13.05
2023-01-28 00:00:00,127.4,111.23,127.4,1255.04,0,19.88,70.1,4.95,13.68
2023-01-28 01:00:00,123.93,108.06,123.93,1295.09,0,23.31,61.51,5.13,14.69
2023-01-28 02:00:00,124.36,107.66,124.36,1522.06,0.02,38.39,44.7,6.26,17.23
2023-01-28 03:00:00,125.7,107.69,125.7,1922.61,1.12,63.75,20.92,7.45,19.76
2023-01-28 04:00:00,125.88,106.52,125.88,2269.74,9.28,74.03,12.34,8.7,21.28
2023-01-28 05:00:00,121.58,100.42,121.58,2456.67,19,71.97,14.84,9.42,21.79
2023-01-28 06:00:00,110.73,88.5,110.73,2456.67,21.9,69.23,17.17,9.42,20.52
2023-01-28 07:00:00,94.13,74.04,94.13,2136.23,17.43,62.38,26.11,8.7,17.48
2023-01-28 08:00:00,85.13,67.36,85.13,1976.01,15.2,57.58,36.12,8.58,15.33
2023-01-28 09:00:00,78.74,62.8,78.74,1895.9,13.41,56.21,44.7,9.3,14.06
2023-01-28 10:00:00,79.52,64.36,79.52,1869.2,12.41,56.21,49.35,9.06,13.68
2023-01-28 11:00:00,87.96,72.61,87.96,1922.61,9.05,63.75,39.34,7.75,14.44
2023-01-28 12:00:00,99.03,83.34,99.03,1949.31,4.36,74.03,24.32,6.91,15.58
2023-01-28 13:00:00,122.81,103.85,122.81,2323.15,6.87,87.05,4.87,6.79,17.99
2023-01-28 14:00:00,150.03,127,150.03,2643.59,17.21,84.31,0.23,6.85,20.27
2023-01-28 15:00:00,164.63,139.36,164.63,2696.99,19.67,78.14,0.11,6.68,21.03
2023-01-28 16:00:00,191.12,160.51,191.12,3124.24,33.53,73.34,0.01,7.03,24.57
2023-01-28 17:00:00,223.27,184.25,223.27,3631.59,50.51,67.86,0,7.33,28.37
2023-01-28 18:00:00,228.71,184.56,228.71,3791.81,58.11,63.06,0,6.91,27.61
2023-01-28 19:00:00,200.88,159.99,200.88,3391.27,52.75,58.26,0,5.3,21.79
2023-01-28 20:00:00,169.49,134.66,169.49,2857.21,39.34,53.47,0,4.11,18.49
2023-01-28 21:00:00,147.13,116.93,147.13,2403.26,25.03,49.35,0.02,3.67,17.23
2023-01-28 22:00:00,124.64,98.86,124.64,1949.31,10.39,45.93,0.49,3.55,16.09
2023-01-28 23:00:00,113.79,90.31,113.79,1735.69,3.24,43.53,2.01,4.11,16.72
2023-01-29 00:00:00,112.36,88.82,112.36,1708.98,2.04,42.5,2.68,5.42,20.27
2023-01-29 01:00:00,112.72,87.74,112.72,1789.09,4.47,42.84,1.15,6.85,25.33
2023-01-29 02:00:00,126.54,98.26,126.54,2296.45,21.01,45.24,0.05,8.58,30.15
2023-01-29 03:00:00,141.6,110.71,141.6,3150.94,53.2,52.09,0.15,10.25,32.93
2023-01-29 04:00:00,96.06,74.16,96.06,2483.37,28.39,67.86,6.79,9.06,22.04
2023-01-29 05:00:00,84.58,65.16,84.58,1949.31,17.43,55.52,25.39,8.46,16.72
2023-01-29 06:00:00,96.19,78.29,96.19,1562.12,10.51,37.7,50.78,9.06,13.81
2023-01-29 07:00:00,115.44,100.23,115.44,1201.63,4.14,22.28,87.98,10.49,11.27
2023-01-29 08:00:00,124.75,110.66,124.75,1094.82,2.51,16.62,110.15,10.13,10.64
2023-01-29 09:00:00,124.99,112.71,124.99,1014.71,1.58,13.54,124.45,9.78,9.75
2023-01-29 10:00:00,125.68,114.26,125.68,1081.47,1.52,17.99,124.45,8.82,9.75
2023-01-29 11:00:00,137.53,124.75,137.53,1348.5,1.51,30.5,108.72,7.99,11.53
2023-01-29 12:00:00,149.8,135.33,149.8,1682.28,0.73,48.67,85.12,7.87,13.17
2023-01-29 13:00:00,156.31,140.6,156.31,1949.31,0.04,61.69,66.52,7.33,14.57
2023-01-29 14:00:00,148.65,135.2,148.65,1575.47,0,41.13,82.97,5.3,13.05
2023-01-29 15:00:00,133.7,126.05,133.7,1134.87,0,18.68,115.87,4.41,8.49
2023-01-29 16:00:00,93.32,91.09,93.32,781.06,0,7.97,128.75,5.07,3.07
2023-01-29 17:00:00,69.09,67.13,69.09,674.25,0,8.74,117.3,5.3,2.47
2023-01-29 18:00:00,55.66,53.56,55.66,627.52,0,10.45,107.29,5.36,2.06
2023-01-29 19:00:00,35.27,33.67,35.27,500.68,0,9.17,100.14,4.89,1.49
2023-01-29 20:00:00,19.57,18.34,19.57,387.19,0,6.6,98.71,4.83,1.35
2023-01-29 21:00:00,14.38,13.28,14.38,343.8,0,4.8,101.57,5.13,1.25
2023-01-29 22:00:00,16.47,15.19,16.47,370.5,0,4.58,103,5.36,1.42
2023-01-29 23:00:00,19.74,17.82,19.74,427.25,0,5.44,100.14,5.3,1.98
2023-01-30 00:00:00,21.52,18.86,21.52,494,0,7.63,91.55,5.9,2.72
2023-01-30 01:00:00,24.8,20.98,24.8,620.84,0,13.02,81.54,6.85,3.86
2023-01-30 02:00:00,38.73,31.77,38.73,1041.41,0,32.9,57.22,8.94,6.46
2023-01-30 03:00:00,57.79,47.2,57.79,1762.39,1.15,67.86,20.56,11.8,8.87
2023-01-30 04:00:00,68.88,56.28,68.88,2216.34,7.38,82.25,5.5,14.07,9.88
2023-01-30 05:00:00,73.81,59.9,73.81,2376.56,11.18,81.57,4.69,15.74,10.26
2023-01-30 06:00:00,69.24,55.55,69.24,2189.64,7.93,76.09,5.28,17.88,9.5
2023-01-30 07:00:00,43.29,35.07,43.29,1388.55,0.83,54.84,26.11,25.51,5.83
2023-01-30 08:00:00,31.62,25.95,31.62,1054.76,1.01,41.13,37.91,29.33,4.5
2023-01-30 09:00:00,25.2,20.66,25.2,934.6,1.19,34.62,41.84,30.99,4.02
2023-01-30 10:00:00,33.82,27.39,33.82,1375.2,4.97,49.35,21.46,25.03,5.51
2023-01-30 11:00:00,52.35,42.53,52.35,2243.04,25.48,59.63,3.08,19.31,7.28
2023-01-30 12:00:00,68.3,56.23,68.3,3231.05,62.58,58.95,0.44,18.12,8.74
2023-01-30 13:00:00,83.14,68.94,83.14,4058.84,94.77,62.38,0.02,18.6,10.51
2023-01-30 14:00:00,104.36,86.05,104.36,4486.08,101.92,71.29,0,18.6,12.54
2023-01-30 15:00:00,128.97,106.2,128.97,4592.9,97.45,78.14,0,18.36,13.68
2023-01-30 16:00:00,189.7,155.69,189.7,5393.98,111.76,80.88,0,15.97,17.48
2023-01-30 17:00:00,268.84,219.42,268.84,6462.1,137.69,80.2,0,16.21,25.84
2023-01-30 18:00:00,310.67,252.4,310.67,6942.75,150.2,75.4,0,18.12,34.96
2023-01-30 19:00:00,312.19,251.13,312.19,6835.94,153.78,71.97,0,21.46,45.6
2023-01-30 20:00:00,304.93,245.69,304.93,6729.13,153.78,71.97,0,25.03,56.74
2023-01-30 21:00:00,298.1,242.08,298.1,6462.1,146.63,69.92,0,27.18,64.85
2023-01-30 22:00:00,264.13,216.51,264.13,5554.2,118.02,65.8,0,24.8,62.32
2023-01-30 23:00:00,210.8,171.62,210.8,4165.65,76,58.95,0,19.31,50.66
2023-01-31 00:00:00,165.77,132.72,165.77,3017.43,42.02,51.41,0,13.59,34.96
2023-01-31 01:00:00,109.07,86.85,109.07,1922.61,11.4,46.61,0.53,5.42,8.36
2023-01-31 02:00:00,100.31,80,100.31,1842.5,10.62,47.98,0.69,5.13,6.27
2023-01-31 03:00:00,97.66,78.5,97.66,2136.23,18.55,56.89,1.72,6.38,8.04
2023-01-31 04:00:00,64.78,51.65,64.78,1642.23,11.29,48.67,30.04,8.46,7.66
2023-01-31 05:00:00,58.3,45.84,58.3,1441.96,12.29,37.01,50.78,9.54,8.23
2023-01-31 06:00:00,57.69,45.78,57.69,1268.39,9.95,29.13,67.23,10.49,7.6
2023-01-31 07:00:00,39.38,32.74,39.38,774.38,3.69,14.39,100.14,15.26,3.8
