Date,AQI,PM2.5,PM10,CO,NO,NO2,O3,SO2,NH3
2024-07-14,54.94,47.32,54.94,1835.27,8.17,60.42,86.88,12.15,19.87
2024-07-15,57.87,47.74,57.87,1860.02,12.24,60.88,85.49,13.13,23.48
2024-07-16,83.86,69.08,83.86,2187.13,8.7,74.5,107.13,19.33,19.33
2024-07-17,65.59,58.74,65.59,1612.74,4.33,50.3,83.98,12.88,10.46
2024-07-18,66.64,58.03,66.64,2274.75,14.71,68.22,73.63,12.18,15.58
2024-07-19,50.41,42.73,50.41,1647.51,8.56,49.06,68.72,8.65,14.89
2024-07-20,53.93,45.03,53.93,1802.72,12.01,56.11,63.53,9.15,18.13
2024-07-21,60.42,53.24,60.42,1973.51,12.51,61.7,71.63,12.02,14.79
2024-07-22,83.31,75.29,83.31,2652.49,10.06,83.73,38.27,10.2,18.16
2024-07-24,54.57,49.75,54.57,2130.67,16.16,69.55,104.62,15.54,12.01
2024-07-24,61.91,56.57,61.91,1923.16,10.07,60.16,90.86,13.24,12.76
2024-07-25,68.15,62.62,68.15,1053.1,0.9,25.47,112.91,10.96,10.38
2024-07-26,46.74,41.47,46.74,741.28,0.3,9.56,128.51,5.98,6.86
2024-07-27,9.27,8.2,9.27,932.1,0.24,21.97,69.38,6.82,5.35
2024-07-28,20.3,17.87,20.3,1748.48,28.64,40.4,26.17,10.34,10.93
2024-07-29,29.1,25.87,29.1,2172.11,32.74,56.73,17.45,13.62,12.16
2024-07-30,37.52,33.43,37.52,2030.81,21.76,53.81,53.09,10.75,11.48
2024-07-31,20.67,18.48,20.67,1119.02,4.56,26.29,57.62,4.61,5.18
2024-08-01,51.3,45.46,51.3,1707.87,7.3,47.04,85.21,14.35,10.46
2024-08-02,21.75,19.7,21.75,820.28,0.53,17.56,80.47,5.8,5.5
2024-08-03,12.33,11.02,12.33,715.41,0.26,16.86,64.4,5.77,4.45
2024-08-04,20.78,17.25,20.78,1124.86,6.88,-386.51,30.34,9.6,8.31
2024-08-05,26.62,24.18,26.62,892.32,2.03,22.95,79.22,10.73,5.59
2024-08-06,25.79,23.84,25.79,1014.15,1.35,27.49,97.57,13.81,5.26
2024-08-07,26.64,23.75,26.64,1357.4,11.37,34.43,52.14,8.28,7.48
2024-08-08,38.84,34.89,38.84,1172.42,4.15,30.96,71.88,8.53,7.59
2024-08-09,30.23,28.46,30.23,1059.77,0.29,21.13,97.75,9.45,5.44
2024-08-10,20.11,17.92,20.11,1215.26,1.18,-387.36,46.89,6.28,5.59
2024-08-11,37.96,32.59,37.96,1763.5,18.93,40.55,51.84,9.88,11.6
2024-08-12,63.6,56.97,63.6,2019.41,17.0,57.88,77.76,13.51,12.74
2024-08-13,72.1,66.94,72.1,1808.56,8.09,51.62,90.79,16.15,10.16
2024-08-14,55.35,50.75,55.35,2360.42,27.9,50.26,44.12,10.2,12.01
2024-08-15,72.63,64.55,72.63,4207.93,89.34,74.33,16.85,16.43,19.44
2024-08-16,41.58,38.06,41.58,1882.28,9.02,42.24,86.52,14.78,6.3
2024-08-17,66.53,62.39,66.53,2499.78,15.02,52.79,63.08,10.3,12.49
2024-08-18,60.1,54.5,60.1,2791.84,36.9,63.05,44.14,16.87,17.62
2024-08-19,62.98,56.04,62.98,2927.86,43.04,63.75,33.77,14.86,19.76
2024-08-20,71.44,66.03,71.44,2344.85,13.81,60.58,74.34,16.18,14.18
2024-08-21,72.26,62.23,72.26,2085.61,16.07,53.95,63.75,12.38,20.27
2024-08-22,87.32,67.7,87.32,2818.27,36.19,80.39,64.24,17.06,36.47
2024-08-23,80.58,61.2,80.58,2395.75,28.92,61.89,64.13,13.02,23.58
2024-08-24,66.16,50.52,66.16,2080.88,22.06,59.09,57.39,12.88,22.56
2024-08-25,77.13,60.63,77.13,2496.44,27.67,78.19,57.36,16.7,34.59
2024-08-26,67.0,56.2,67.0,2216.06,9.82,62.37,53.13,7.17,8.42
2024-08-27,108.42,95.29,108.42,2992.95,15.29,76.86,57.78,5.84,10.66
2024-08-28,51.76,46.19,51.76,1492.58,2.26,37.76,60.76,10.29,6.08
2024-08-29,25.62,22.52,25.62,1442.23,13.94,38.12,30.96,8.82,6.06
2024-08-30,39.63,33.34,39.63,1597.44,18.98,39.23,60.64,5.98,17.14
2024-08-31,84.95,74.06,84.95,2570.71,23.66,75.21,80.08,18.23,35.57
2024-09-01,64.83,54.74,64.83,1990.75,17.05,51.21,58.52,14.5,11.5
2024-09-02,39.75,33.72,39.75,2027.47,26.14,44.27,48.35,12.91,11.77
2024-09-03,84.59,72.33,84.59,3221.31,44.97,77.7,61.45,15.96,32.13
2024-09-04,87.91,73.97,87.91,2933.42,41.09,73.68,55.98,17.63,27.14
2024-09-05,148.82,134.43,148.82,4264.67,33.08,153.65,72.02,29.87,27.78
2024-09-06,218.58,202.92,218.58,4678.57,22.91,129.83,88.07,26.66,28.76
2024-09-07,146.14,132.09,146.14,2896.71,14.42,77.72,78.3,17.8,26.78
2024-09-08,127.25,107.99,127.25,4094.44,49.55,120.64,0.0,18.69,78.61
2024-09-10,122.46,104.25,122.46,2651.0,22.91,67.99,84.51,17.25,27.13
2024-09-10,143.38,119.51,143.38,3786.8,46.85,104.47,61.06,19.81,52.7
2024-09-11,128.87,107.4,128.87,3520.33,37.52,106.22,65.35,18.02,37.98
2024-09-12,126.33,100.53,126.33,2335.11,9.9,75.25,74.52,14.37,24.18
2024-09-13,82.32,68.74,82.32,1115.96,1.37,25.26,135.06,16.99,8.37
2024-09-14,71.0,56.78,71.0,1550.71,8.61,43.89,89.34,7.76,16.52
2024-09-15,124.29,103.68,124.29,3105.88,25.57,96.42,63.83,16.72,47.46
2024-09-16,139.0,113.06,139.0,3030.78,23.4,90.08,67.71,15.33,45.43
2024-09-17,164.47,136.16,164.47,3025.49,19.95,94.65,76.92,21.64,39.99
2024-09-18,139.7,114.63,139.7,2897.26,17.63,92.47,72.04,21.19,33.6
2024-09-19,182.56,158.5,182.56,3504.2,27.58,102.02,101.22,24.94,32.91
2024-09-20,161.66,135.82,161.66,2307.85,10.72,69.93,94.44,17.31,27.25
2024-09-21,136.54,112.67,136.54,2083.66,12.34,59.86,73.74,14.4,26.39
2024-09-22,132.32,107.47,132.32,2450.82,20.32,79.77,65.9,17.12,37.06
2024-09-23,162.46,133.43,162.46,3310.32,28.61,109.89,65.02,25.67,46.29
2024-09-24,118.58,92.98,118.58,1829.43,8.53,59.71,75.95,17.04,26.91
2024-09-25,89.92,79.2,89.92,1502.87,4.49,40.31,88.31,13.2,14.53
2024-09-26,74.14,66.01,74.14,2012.73,8.42,55.75,66.92,14.69,10.97
2024-09-27,50.07,44.82,50.07,1546.82,5.71,36.94,84.65,10.95,10.32
2024-09-28,94.87,82.7,94.87,2384.34,17.1,63.42,69.56,12.32,28.14
2024-09-29,105.71,89.85,105.71,2099.51,8.29,56.67,69.59,7.62,19.5
2024-09-30,138.42,108.42,138.42,3235.78,27.45,101.76,58.7,14.46,29.12
2024-10-01,210.97,160.14,210.97,4322.53,39.1,130.52,63.0,27.83,42.81
2024-10-02,168.27,128.41,168.27,4124.2,49.85,124.51,47.37,25.4,39.5
2024-10-03,130.21,93.29,130.21,3309.21,39.49,95.27,41.06,20.14,32.22
2024-10-04,122.02,93.55,122.02,2840.8,27.35,88.98,54.99,20.99,34.34
2024-10-05,91.51,71.56,91.51,1838.33,9.15,57.11,49.75,7.87,17.91
2024-10-06,129.03,104.15,129.03,2717.02,27.04,74.6,47.03,11.96,24.27
2024-10-07,95.31,76.1,95.31,1623.87,4.83,47.53,68.12,11.58,13.99
2024-10-08,81.81,61.42,81.81,1820.25,14.81,52.53,67.54,9.84,15.63
2024-10-09,146.1,115.16,146.1,2965.13,27.77,90.59,45.15,12.91,27.86
2024-10-10,148.94,119.44,148.94,2766.25,19.17,90.01,48.58,13.56,29.27
2024-10-11,141.69,115.65,141.69,3287.79,25.26,115.42,43.18,18.34,37.25
2024-10-12,108.95,81.63,108.95,2887.53,29.49,95.94,41.45,19.95,35.93
2024-10-13,120.65,90.13,120.65,2628.56,27.7,77.72,45.87,16.0,31.04
2024-10-14,111.43,87.02,111.43,2417.17,20.74,76.21,39.91,10.19,21.38
2024-10-15,138.72,105.64,138.72,3866.08,47.72,116.47,32.48,23.36,36.93
2024-10-16,120.92,87.42,120.92,2935.37,32.67,90.47,50.53,18.42,26.33
2024-10-17,152.72,114.1,152.72,3415.19,38.02,104.0,39.01,19.65,31.95
2024-10-18,127.34,100.86,127.34,2468.35,14.85,81.02,42.49,11.37,25.08
2024-10-19,125.08,96.82,125.08,3145.65,28.2,107.42,40.7,21.12,36.81
2024-10-20,153.75,117.94,153.75,3389.32,41.31,100.94,31.67,23.0,40.22
2024-10-21,149.08,110.55,149.08,3437.16,48.62,92.88,32.1,20.39,37.34
2024-10-22,136.26,102.49,136.26,3149.55,47.69,82.57,27.13,14.0,27.8
2024-10-23,104.55,77.64,104.55,2143.18,15.61,69.61,46.85,9.7,19.19
2024-10-24,100.45,76.78,100.45,2168.78,13.74,70.07,53.41,8.25,17.45
2024-10-25,105.04,84.1,105.04,2385.46,12.55,79.58,46.85,9.64,22.32
2024-10-26,129.83,101.29,129.83,3115.34,23.03,98.39,45.8,20.25,34.73
2024-10-27,128.98,92.07,128.98,2677.52,28.63,74.43,35.21,11.38,22.8
2024-10-28,85.56,68.17,85.56,2191.31,23.12,58.57,59.85,18.34,10.31
2024-10-29,106.08,82.5,106.08,2587.95,25.99,70.68,40.54,9.19,16.77
2024-10-30,100.02,78.85,100.02,2263.07,16.45,70.55,44.65,7.86,17.85
2024-10-31,176.1,146.62,176.1,4200.14,58.37,121.38,38.63,18.07,34.02
2024-11-01,241.52,199.56,241.52,5210.96,51.67,152.63,33.79,32.07,45.06
2024-11-02,211.95,179.67,211.95,3284.45,21.11,93.72,58.57,27.43,27.48
2024-11-03,210.92,174.66,210.92,4171.77,48.08,120.64,34.14,20.54,38.63
2024-11-04,275.22,226.51,275.22,5356.15,62.92,150.4,35.92,42.96,41.35
2024-11-05,277.63,231.26,277.63,4992.33,61.22,136.69,31.57,29.81,41.25
2024-11-06,369.3,303.02,369.3,6208.42,71.53,163.24,34.34,49.41,52.62
2024-11-07,362.05,300.12,362.05,4759.79,57.96,115.51,31.09,28.49,32.32
2024-11-08,300.36,244.9,300.36,4536.71,61.82,110.55,25.9,24.0,38.9
2024-11-09,248.9,204.45,248.9,4299.72,59.13,93.29,13.08,23.53,34.11
2024-11-10,189.81,158.98,189.81,5221.53,104.64,92.29,5.23,32.28,25.31
2024-11-11,126.7,98.98,126.7,3268.88,47.84,69.72,27.44,10.05,15.05
2024-11-12,254.18,210.78,254.18,6052.65,95.21,143.57,20.44,33.2,44.54
2024-11-13,209.96,165.63,209.96,4977.86,85.32,106.02,16.61,24.04,26.89
2024-11-14,123.89,97.06,123.89,3643.83,56.89,91.55,13.98,11.46,7.32
2024-11-15,98.88,76.8,98.88,3255.8,51.44,90.16,26.2,13.31,16.84
2024-11-16,96.09,75.59,96.09,2477.81,23.27,74.35,35.01,6.74,14.47
2024-11-17,173.63,143.3,173.63,3625.47,42.2,101.2,29.99,11.33,23.4
2024-11-18,249.86,211.17,249.86,4758.68,55.48,137.2,33.61,19.41,38.93
2024-11-19,290.61,244.94,290.61,6170.59,82.31,174.26,29.8,28.05,49.6
2024-11-20,293.94,246.33,293.94,5667.13,78.16,145.4,29.64,27.14,43.98
2024-11-21,333.17,268.75,333.17,6811.46,104.73,182.16,20.8,68.94,47.72
2024-11-22,183.67,143.13,183.67,3641.05,44.88,91.95,24.95,13.86,15.08
2024-11-23,82.48,63.47,82.48,2108.97,19.36,61.38,45.38,10.01,15.81
2024-11-24,130.21,103.57,130.21,2664.17,22.9,81.36,41.2,10.11,15.18
2024-11-25,115.61,82.46,115.61,2017.74,14.49,72.68,25.71,6.57,16.48
2024-11-26,144.75,110.57,144.75,2715.07,21.58,96.58,27.82,10.92,20.53
2024-11-27,135.52,103.64,135.52,2362.65,18.54,84.41,24.07,8.55,17.24
